职业,领域,索引,名称,等级,消耗,失败率
"牧师","工匠",17,"心灵感应",14,14,45
"牧师","工匠",18,"石肤术",16,12,70
"牧师","工匠",19,"抵抗",22,23,85
"牧师","工匠",20,"自我加速",27,17,60
"牧师","工匠",21,"旋风斩",33,38,55
"牧师","工匠",22,"打磨盾牌",36,60,80
"牧师","工匠",23,"武器精通",43,70,70
"牧师","工匠",24,"魔法护甲",46,60,70
"牧师","工匠",25,"移除所有诅咒",15,15,65
"牧师","工匠",26,"纯化",33,58,75
"牧师","工匠",27,"真实知识",38,50,85
"牧师","工匠",28,"附魔",40,80,90
"牧师","工匠",29,"工艺",40,100,90
"牧师","工匠",30,"活体王牌",45,110,75
"牧师","工匠",31,"免疫",48,70,75
"牧师","恶魔",1,"魔法飞弹",2,1,22
"牧师","恶魔",2,"探测非生命体",3,2,24
"牧师","恶魔",3,"邪恶祝福",4,3,26
"牧师","恶魔",4,"抵抗火焰",5,6,30
"牧师","恶魔",5,"惊骇",10,7,30
"牧师","恶魔",6,"地狱之矢",12,9,50
"牧师","恶魔",7,"召唤原魔",14,12,35
"牧师","恶魔",8,"地狱之焰",15,15,50
"牧师","恶魔",9,"支配恶魔",17,17,50
"牧师","恶魔",10,"视界",20,19,65
"牧师","恶魔",11,"抵抗地狱",23,23,60
"牧师","恶魔",12,"等离子之矢",25,18,65
"牧师","恶魔",13,"火球",27,20,65
"牧师","恶魔",14,"火焰烙印",33,75,90
"牧师","恶魔",15,"地狱球",35,32,70
"牧师","恶魔",16,"召唤恶魔",39,85,85
"牧师","恶魔",17,"恶魔之眼",14,14,45
"牧师","恶魔",18,"恶魔斗篷",18,20,70
"牧师","恶魔",19,"熔岩之流",27,25,75
"牧师","恶魔",20,"等离子球",36,34,80
"牧师","恶魔",21,"变形恶魔",37,50,85
"牧师","恶魔",22,"地狱冲击波",39,40,80
"牧师","恶魔",23,"魅魔之吻",40,44,75
"牧师","恶魔",24,"末日之手",47,95,90
"牧师","恶魔",25,"提振士气",9,9,66
"牧师","恶魔",26,"不朽之躯",28,28,85
"牧师","恶魔",27,"疯狂法阵",38,40,80
"牧师","恶魔",28,"引爆宠物",43,58,85
"牧师","恶魔",29,"召唤高阶恶魔",45,100,90
"牧师","恶魔",30,"地狱之火",48,100,90
"牧师","恶魔",31,"送入地狱",49,95,80
"牧师","恶魔",32,"变形恶魔领主",50,80,85
"牧师","圣战",1,"惩戒",1,1,20
"牧师","圣战",2,"探测邪恶",1,1,10
"牧师","圣战",3,"移除恐惧",3,2,25
"牧师","圣战",4,"恐吓怪物",5,4,30
"牧师","圣战",5,"避难所",6,5,34
"牧师","圣战",6,"传送门",10,7,35
"牧师","圣战",7,"星尘",12,12,50
"牧师","圣战",8,"净化",14,10,50
"牧师","圣战",9,"驱散邪恶",15,14,50
"牧师","圣战",10,"神圣法球",16,14,50
"牧师","圣战",11,"驱魔",18,17,40
"牧师","圣战",12,"移除诅咒",21,19,70
"牧师","圣战",13,"感知隐形",26,22,55
"牧师","圣战",14,"防护邪恶",29,23,60
"牧师","圣战",15,"制裁之雷",36,35,85
"牧师","圣战",16,"圣言",40,35,85
"牧师","圣战",17,"开启通路",5,5,33
"牧师","圣战",18,"拘捕",15,13,83
"牧师","圣战",19,"天使斗篷",20,15,55
"牧师","圣战",20,"驱散不死生物与恶魔",23,17,60
"牧师","圣战",21,"驱散邪恶",30,25,70
"牧师","圣战",22,"神圣之刃",34,75,95
"牧师","圣战",23,"星爆",37,45,70
"牧师","圣战",24,"召唤天使",43,100,90
"牧师","圣战",25,"英雄气概",9,9,66
"牧师","圣战",26,"驱除诅咒",28,30,80
"牧师","圣战",27,"驱逐邪恶",30,28,65
"牧师","圣战",28,"末日审判",38,22,80
"牧师","圣战",29,"以眼还眼",40,40,80
"牧师","圣战",30,"神之愤怒",43,65,90
"牧师","圣战",31,"神圣干预",45,90,90
"牧师","圣战",32,"圣战",46,100,85
"牧师","毁灭",1,"闪电之矢",3,6,30
"牧师","毁灭",2,"冰霜之矢",5,7,30
"牧师","毁灭",3,"火之矢",7,9,40
"牧师","毁灭",4,"酸液之矢",10,10,40
"牧师","毁灭",5,"闪电球",13,11,40
"牧师","毁灭",6,"冰霜球",15,13,45
"牧师","毁灭",7,"火球",17,15,45
"牧师","毁灭",8,"酸液球",20,17,50
"牧师","毁灭",9,"碎片之矢",21,17,50
"牧师","毁灭",10,"重力之矢",23,20,60
"牧师","毁灭",11,"等离子之矢",25,26,60
"牧师","毁灭",12,"陨石",27,32,60
"牧师","毁灭",13,"雷鸣爆",29,33,60
"牧师","毁灭",14,"狂风爆",33,36,60
"牧师","毁灭",15,"地狱风暴",36,45,60
"牧师","毁灭",16,"火箭",38,60,60
"牧师","毁灭",17,"寒冰之矢",23,25,60
"牧师","毁灭",18,"水球",26,32,60
"牧师","毁灭",19,"喷吐闪电",31,37,60
"牧师","毁灭",20,"喷吐冰霜",34,38,60
"牧师","毁灭",21,"喷吐火焰",36,39,70
"牧师","毁灭",22,"喷吐酸液",38,40,70
"牧师","毁灭",23,"喷吐等离子",40,45,70
"牧师","毁灭",24,"喷吐重力",44,50,70
"牧师","毁灭",25,"法力之矢",26,22,50
"牧师","毁灭",26,"等离子球",30,32,60
"牧师","毁灭",27,"法力球",41,37,70
"牧师","毁灭",28,"喷吐声波",43,50,70
"牧师","毁灭",29,"喷吐迟缓",45,50,70
"牧师","毁灭",30,"喷吐解离",48,60,80
"牧师","毁灭",31,"喷吐法力",49,70,85
"牧师","毁灭",32,"喷吐碎片",50,90,85
"盗贼","咒术",1,"探测怪物",5,1,50
"盗贼","咒术",2,"相位门",7,2,55
"盗贼","咒术",3,"探测门与陷阱",8,3,65
"盗贼","咒术",4,"区域照明",9,3,65
"盗贼","咒术",5,"混乱单一怪物",13,6,75
"盗贼","咒术",6,"传送",15,7,75
"盗贼","咒术",7,"催眠单一怪物",17,9,75
"盗贼","咒术",8,"充能",21,12,80
"盗贼","咒术",9,"魔法探知",25,14,80
"盗贼","咒术",10,"批量鉴定",27,15,80
"盗贼","咒术",11,"减速单一怪物",29,17,75
"盗贼","咒术",12,"群体静滞",30,20,80
"盗贼","咒术",13,"传送离开",31,23,80
"盗贼","咒术",14,"自我加速",32,25,70
"盗贼","咒术",15,"真实探测",35,30,80
"盗贼","咒术",16,"真实鉴定",40,35,75
"盗贼","咒术",17,"物品栏保护",9,3,65
"盗贼","咒术",18,"制造阶梯",14,10,80
"盗贼","咒术",19,"感知心灵",16,10,60
"盗贼","咒术",20,"传送到城镇",22,40,80
"盗贼","咒术",21,"自我知识",17,20,80
"盗贼","咒术",22,"传送楼层",18,17,60
"盗贼","咒术",23,"召回之语",30,35,75
"盗贼","咒术",24,"任意门",44,45,70
"盗贼","咒术",25,"探知",15,15,40
"盗贼","咒术",26,"制造门",28,33,80
"盗贼","咒术",27,"隔空取物",20,20,70
"盗贼","咒术",28,"透视",37,40,80
"盗贼","咒术",29,"装置精通",44,120,90
"盗贼","咒术",30,"炼金术",45,50,70
"盗贼","咒术",31,"放逐",49,50,70
"盗贼","死亡",1,"探测非生命体",5,3,40
"盗贼","死亡",2,"恶咒",7,4,40
"盗贼","死亡",3,"探测邪恶",9,5,50
"盗贼","死亡",4,"臭气云",13,7,60
"盗贼","死亡",5,"黑死眠",15,7,80
"盗贼","死亡",6,"死灵抗性",17,15,80
"盗贼","死亡",7,"惊骇",19,17,30
"盗贼","死亡",8,"奴役不死生物",19,19,30
"盗贼","死亡",9,"熵之法球",21,21,60
"盗贼","死亡",10,"地狱之矢",23,23,75
"盗贼","死亡",11,"死云术",27,25,75
"盗贼","死亡",12,"单体灭绝",31,30,85
"盗贼","死亡",13,"毒素烙印",35,80,75
"盗贼","死亡",14,"吸血汲取",40,40,75
"盗贼","死亡",17,"狂暴",20,25,80
"盗贼","死亡",18,"唤起幽魂",23,20,40
"盗贼","死亡",19,"暗之矢",28,28,75
"盗贼","死亡",20,"战斗狂热",32,32,80
"盗贼","死亡",21,"吸血烙印",46,100,90
"盗贼","死亡",22,"真实吸血",48,45,75
"盗贼","死亡",24,"黑暗风暴",50,50,75
"盗贼","死亡",25,"死亡射线",30,30,80
"盗贼","死亡",26,"复活死者",31,80,80
"盗贼","死亡",27,"秘术",32,40,90
"盗贼","死亡",28,"变形吸血鬼",41,55,80
"盗贼","死亡",32,"幽灵形态",50,125,90
"盗贼","王牌",1,"相位门",5,2,25
"盗贼","王牌",2,"王牌蜘蛛",7,5,25
"盗贼","王牌",3,"洗牌",9,7,37
"盗贼","王牌",4,"重置召回",11,9,40
"盗贼","王牌",5,"传送",13,11,20
"盗贼","王牌",6,"王牌探知",15,15,30
"盗贼","王牌",7,"传送离开",19,20,30
"盗贼","王牌",8,"王牌动物",22,21,30
"盗贼","王牌",9,"王牌触及",25,22,40
"盗贼","王牌",10,"王牌神风特攻",28,23,35
"盗贼","王牌",11,"幻影仆从",30,26,30
"盗贼","王牌",12,"加速怪物",35,35,40
"盗贼","王牌",13,"传送楼层",39,38,35
"盗贼","王牌",14,"任意门",41,40,45
"盗贼","王牌",15,"召回之语",46,44,40
"盗贼","王牌",16,"驱逐",49,50,35
"盗贼","王牌",17,"交换位置",26,40,80
"盗贼","王牌",18,"王牌不死生物",30,30,35
"盗贼","王牌",19,"王牌爬行动物",33,30,35
"盗贼","王牌",20,"王牌怪物",35,32,35
"盗贼","王牌",21,"王牌猎犬",38,33,35
"盗贼","王牌",22,"王牌烙印",42,90,40
"盗贼","王牌",23,"活体王牌",45,150,45
"盗贼","王牌",25,"王牌占卜",35,30,30
"盗贼","王牌",26,"王牌学识",42,65,45
"盗贼","王牌",27,"治疗怪物",44,70,40
"盗贼","王牌",28,"王牌龙",46,100,40
"盗贼","王牌",29,"王牌陨石",46,60,70
"盗贼","王牌",30,"王牌恶魔",49,125,40
"盗贼","奥秘",1,"发射法术",5,1,20
"盗贼","奥秘",2,"巫师之锁",5,1,33
"盗贼","奥秘",3,"探测隐形",5,1,33
"盗贼","奥秘",4,"探测怪物",6,2,33
"盗贼","奥秘",5,"闪烁",6,3,33
"盗贼","奥秘",6,"区域照明",6,5,40
"盗贼","奥秘",7,"陷阱与门破坏",7,6,33
"盗贼","奥秘",8,"治疗轻伤",7,7,44
"盗贼","奥秘",9,"探测门与陷阱",8,8,40
"盗贼","奥秘",10,"燃素",9,9,60
"盗贼","奥秘",11,"探测财宝",10,10,50
"盗贼","奥秘",12,"探测魔法物品",11,11,50
"盗贼","奥秘",13,"探测物品",13,11,50
"盗贼","奥秘",14,"解毒",14,12,50
"盗贼","奥秘",15,"抵抗寒冷",15,13,50
"盗贼","奥秘",16,"抵抗火焰",16,14,50
"盗贼","奥秘",17,"抵抗闪电",17,15,50
"盗贼","奥秘",18,"抵抗酸液",18,16,50
"盗贼","奥秘",19,"治疗中伤",19,17,33
"盗贼","奥秘",20,"传送",20,20,50
"盗贼","奥秘",21,"鉴定",23,28,60
"盗贼","奥秘",22,"化石为泥",25,24,60
"盗贼","奥秘",23,"光之射线",28,25,60
"盗贼","奥秘",24,"充饥",30,28,70
"盗贼","奥秘",25,"识破隐形",33,30,60
"盗贼","奥秘",26,"抵抗毒素",37,33,80
"盗贼","奥秘",27,"传送楼层",40,36,80
"盗贼","奥秘",28,"传送离开",44,38,70
"盗贼","奥秘",29,"充能",46,40,66
"盗贼","奥秘",30,"探测",47,42,80
"盗贼","奥秘",31,"召回之语",48,60,70
"盗贼","奥秘",32,"透视",50,125,80
"盗贼","工匠",1,"次级附魔",5,2,40
"盗贼","工匠",2,"再生",7,3,40
"盗贼","工匠",3,"充饥",8,5,45
"盗贼","工匠",4,"抵抗寒冷",11,10,50
"盗贼","工匠",5,"抵抗火焰",13,10,50
"盗贼","工匠",6,"英雄气概",15,12,55
"盗贼","工匠",7,"抵抗闪电",18,10,50
"盗贼","工匠",8,"抵抗酸液",20,10,50
"盗贼","工匠",9,"识破隐形",23,18,55
"盗贼","工匠",10,"移除诅咒",27,20,60
"盗贼","工匠",11,"抵抗毒素",28,24,65
"盗贼","工匠",12,"狂暴",30,27,75
"盗贼","工匠",13,"自我知识",25,22,70
"盗贼","工匠",14,"鉴定",35,35,70
"盗贼","工匠",15,"治愈",40,70,80
"盗贼","工匠",16,"元素烙印",50,90,85
"盗贼","工匠",17,"心灵感应",23,23,60
"盗贼","工匠",18,"石肤术",24,18,80
"盗贼","工匠",19,"抵抗",28,30,90
"盗贼","工匠",20,"自我加速",32,25,70
"盗贼","工匠",21,"旋风斩",37,45,70
"盗贼","工匠",22,"打磨盾牌",41,60,80
"盗贼","工匠",23,"武器精通",48,80,75
"盗贼","工匠",25,"移除所有诅咒",24,24,75
"盗贼","工匠",26,"纯化",37,65,80
"盗贼","工匠",27,"真实知识",42,60,90
"盗贼","工匠",28,"附魔",42,80,80
"盗贼","工匠",29,"工艺",46,120,80
"盗贼","工匠",30,"活体王牌",49,150,90
"游侠","咒术",1,"探测怪物",3,2,35
"游侠","咒术",2,"相位门",3,3,35
"游侠","咒术",3,"探测门与陷阱",5,4,40
"游侠","咒术",4,"区域照明",7,4,40
"游侠","咒术",5,"混乱单一怪物",9,6,40
"游侠","咒术",6,"传送",11,8,45
"游侠","咒术",7,"催眠单一怪物",13,8,40
"游侠","咒术",8,"充能",17,17,90
"游侠","咒术",9,"魔法探知",20,19,85
"游侠","咒术",10,"批量鉴定",23,25,90
"游侠","咒术",11,"减速单一怪物",25,25,60
"游侠","咒术",12,"群体静滞",27,25,85
"游侠","咒术",13,"传送离开",31,27,70
"游侠","咒术",14,"自我加速",34,35,70
"游侠","咒术",15,"真实探测",38,37,70
"游侠","咒术",16,"真实鉴定",42,40,90
"游侠","咒术",17,"物品栏保护",15,7,75
"游侠","咒术",18,"制造阶梯",17,17,70
"游侠","咒术",19,"感知心灵",19,25,65
"游侠","咒术",20,"传送到城镇",22,40,70
"游侠","咒术",21,"自我知识",23,25,60
"游侠","咒术",22,"传送楼层",27,27,60
"游侠","咒术",23,"召回之语",35,35,75
"游侠","咒术",24,"任意门",47,50,80
"游侠","咒术",25,"探知",20,20,45
"游侠","咒术",26,"制造门",26,40,80
"游侠","咒术",27,"隔空取物",27,27,70
"游侠","咒术",28,"透视",40,40,95
"游侠","咒术",30,"炼金术",50,50,90
"游侠","自然",1,"探测生物",3,1,35
"游侠","自然",2,"闪电",4,3,40
"游侠","自然",3,"探测门与陷阱",4,4,40
"游侠","自然",4,"制造食物",5,7,55
"游侠","自然",5,"昼光",6,7,50
"游侠","自然",6,"御风而行",7,7,50
"游侠","自然",7,"抵抗环境",8,7,50
"游侠","自然",8,"治愈伤口与中毒",9,7,45
"游侠","自然",9,"化石为泥",9,7,80
"游侠","自然",10,"冰霜之矢",10,7,40
"游侠","自然",11,"自然感知",11,9,40
"游侠","自然",12,"火之矢",12,9,55
"游侠","自然",13,"阳光射线",14,9,55
"游侠","自然",14,"纠缠",18,20,65
"游侠","自然",15,"自然之门",23,23,65
"游侠","自然",16,"草药治疗",40,60,90
"游侠","自然",17,"建造阶梯",12,12,50
"游侠","自然",18,"石肤术",14,15,70
"游侠","自然",19,"真实抵抗",20,30,85
"游侠","自然",20,"制造森林",22,24,80
"游侠","自然",21,"与石交谈",38,40,90
"游侠","自然",22,"石墙术",40,55,90
"游侠","自然",23,"防腐保护",42,80,90
"游侠","自然",24,"召唤阳光",44,35,75
"游侠","自然",25,"地震",25,28,60
"游侠","自然",26,"火焰风暴",26,26,60
"游侠","自然",27,"暴风雪",30,35,75
"游侠","自然",28,"闪电风暴",32,29,75
"游侠","自然",29,"漩涡",36,33,75
"游侠","自然",30,"寒冰之矢",40,45,75
"游侠","自然",31,"重力风暴",41,45,75
"游侠","自然",32,"自然之怒",42,80,75
"游侠","混沌",1,"魔法飞弹",3,1,20
"游侠","混沌",2,"陷阱/门破坏",3,3,35
"游侠","混沌",3,"闪光",5,3,35
"游侠","混沌",4,"混乱之触",7,5,45
"游侠","混沌",5,"法力爆发",14,12,40
"游侠","混沌",6,"火之矢",20,16,50
"游侠","混沌",7,"力场之拳",25,21,60
"游侠","混沌",8,"传送自身",25,22,60
"游侠","混沌",9,"奇迹",27,23,60
"游侠","混沌",10,"混沌之矢",30,25,60
"游侠","混沌",11,"音爆",33,30,70
"游侠","混沌",12,"毁灭之矢",35,31,70
"游侠","混沌",13,"火球",37,35,75
"游侠","混沌",14,"传送他人",39,29,65
"游侠","混沌",15,"毁灭之语",43,30,95
"游侠","混沌",16,"唤起洛格鲁斯",48,50,85
"游侠","混沌",17,"变形他人",22,20,60
"游侠","混沌",18,"连锁闪电",25,25,70
"游侠","混沌",19,"奥术绑定",28,25,80
"游侠","混沌",20,"解离",35,32,70
"游侠","混沌",21,"改变现实",38,35,85
"游侠","混沌",22,"魔法火箭",50,50,90
"游侠","混沌",23,"混沌烙印",48,100,90
"游侠","混沌",25,"重力射线",33,33,66
"游侠","混沌",26,"陨石雨",40,45,85
"游侠","混沌",27,"烈焰打击",42,42,75
"游侠","混沌",28,"召唤混沌",48,48,85
"游侠","混沌",29,"变形自身",42,75,95
"游侠","死亡",1,"探测非生命体",5,2,40
"游侠","死亡",2,"恶咒",5,3,40
"游侠","死亡",3,"探测邪恶",7,4,50
"游侠","死亡",4,"臭气云",9,5,40
"游侠","死亡",5,"黑死眠",11,8,40
"游侠","死亡",6,"死灵抗性",17,25,75
"游侠","死亡",7,"惊骇",19,19,50
"游侠","死亡",8,"奴役不死生物",22,22,50
"游侠","死亡",9,"熵之法球",24,24,55
"游侠","死亡",10,"地狱之矢",26,26,50
"游侠","死亡",11,"死云术",28,28,75
"游侠","死亡",12,"单体灭绝",34,35,85
"游侠","死亡",13,"毒素烙印",42,85,80
"游侠","死亡",14,"吸血汲取",43,50,90
"游侠","死亡",15,"操纵死尸",44,39,76
"游侠","死亡",17,"狂暴",25,30,80
"游侠","死亡",18,"唤起幽魂",25,25,80
"游侠","死亡",19,"暗之矢",27,27,40
"游侠","死亡",20,"战斗狂热",41,60,80
"游侠","死亡",21,"吸血烙印",45,100,90
"游侠","死亡",22,"真实吸血",45,50,60
"游侠","死亡",23,"地狱冲击波",47,45,80
"游侠","死亡",25,"死亡射线",35,35,75
"游侠","死亡",26,"复活死者",38,90,80
"游侠","死亡",27,"秘术",40,45,95
"游侠","死亡",28,"变形吸血鬼",48,50,30
"游侠","王牌",1,"相位门",3,1,25
"游侠","王牌",2,"王牌蜘蛛",6,6,25
"游侠","王牌",3,"洗牌",9,7,37
"游侠","王牌",4,"重置召回",10,8,40
"游侠","王牌",5,"传送",13,10,20
"游侠","王牌",6,"王牌探知",17,17,30
"游侠","王牌",7,"传送离开",20,20,30
"游侠","王牌",8,"王牌动物",23,22,30
"游侠","王牌",9,"王牌触及",24,22,40
"游侠","王牌",10,"王牌神风特攻",27,23,35
"游侠","王牌",11,"幻影仆从",30,26,30
"游侠","王牌",12,"加速怪物",35,33,40
"游侠","王牌",13,"传送楼层",39,38,35
"游侠","王牌",14,"任意门",42,40,45
"游侠","王牌",15,"召回之语",45,42,40
"游侠","王牌",17,"交换位置",25,40,70
"游侠","王牌",18,"王牌不死生物",28,26,35
"游侠","王牌",19,"王牌爬行动物",31,30,35
"游侠","王牌",20,"王牌怪物",36,32,35
"游侠","王牌",21,"王牌猎犬",36,33,35
"游侠","王牌",22,"王牌烙印",41,80,40
"游侠","王牌",23,"活体王牌",44,120,45
"游侠","王牌",25,"王牌占卜",35,33,30
"游侠","王牌",26,"王牌学识",40,65,45
"游侠","王牌",27,"治疗怪物",44,65,45
"游侠","王牌",28,"王牌龙",48,95,40
"游侠","王牌",29,"王牌陨石",46,60,70
"游侠","奥秘",1,"发射法术",3,2,20
"游侠","奥秘",2,"巫师之锁",3,2,33
"游侠","奥秘",3,"探测隐形",4,3,33
"游侠","奥秘",4,"探测怪物",4,3,33
"游侠","奥秘",5,"闪烁",5,4,33
"游侠","奥秘",6,"区域照明",6,6,40
"游侠","奥秘",7,"陷阱与门破坏",7,7,33
"游侠","奥秘",8,"治疗轻伤",8,8,44
"游侠","奥秘",9,"探测门与陷阱",9,9,40
"游侠","奥秘",10,"燃素",10,10,60
"游侠","奥秘",11,"探测财宝",11,11,50
"游侠","奥秘",12,"探测魔法物品",12,12,50
"游侠","奥秘",13,"探测物品",14,13,50
"游侠","奥秘",14,"解毒",15,14,50
"游侠","奥秘",15,"抵抗寒冷",16,15,50
"游侠","奥秘",16,"抵抗火焰",17,16,50
"游侠","奥秘",17,"抵抗闪电",18,17,50
"游侠","奥秘",18,"抵抗酸液",19,18,50
"游侠","奥秘",19,"治疗中伤",20,19,33
