Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"冥界魔龙尼德霍格",753,55,15,133,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"勒拿海德拉",754,55,10,140,0,0,九头蛇6,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"吸血鬼信使图林薇西尔",755,55,20,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"地狱巨龙",756,55,12,170,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"不可名状者哈斯塔",757,55,10,150,0,0,龙,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"嗜血狂魔",758,55,34,180,0,0,嗜血者,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"龙形隐伏怪",759,55,10,0,0,0,克尔苏格,-5,0,-2,2,0,12,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"不应存在之物，尼约格达",760,56,20,120,0,0,果冻7,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"奈亚拉托提普的化身，阿图",761,56,20,120,0,0,树,7,-2,0,-4,5,2,115,="20+12",="26+9",="40+12",-1,14,11,="85+30",="13+6"
"蓝袍方丁",762,56,20,0,0,0,标准,1,-5,5,-3,2,3,103,="27+7",="33+11",="46+12",1,23,18,="63+13",="35+11"
"德沃金·巴里门",763,56,20,0,0,0,标准,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"火之天使乌列尔",764,73,20,180,0,0,标准,5,-3,8,2,5,8,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"死亡天使阿兹瑞尔",765,80,20,190,0,0,标准,5,-3,8,2,5,8,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"黑龙安卡拉刚",766,58,15,125,0,0,龙,8,0,1,-1,5,7,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"裂帷者道罗斯",767,58,10,125,0,0,恶魔骇魔,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"夜行者",768,59,20,175,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"信使拉斐尔",769,89,20,200,0,0,标准,6,-1,10,3,6,10,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"混沌勇士哈布",770,59,20,0,0,0,标准,1,4,1,2,-1,4,105,="25+7",="32+11",="46+10",4,22,24,="60+20",="46+17"
"多彩萨鲁曼",771,60,10,0,0,0,标准,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"灰袍甘道夫",772,60,10,0,0,0,标准,-3,6,-1,4,-1,-1,94,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"安珀的疯狂先知，布兰德",773,60,10,0,0,0,标准,2,1,1,3,3,2,103,="24+7",="28+10",="35+10",4,21,29,="67+14",="70+25"
"暗影领主",774,62,10,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"高等克拉肯",775,63,10,175,0,0,海妖,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"大巫妖",776,64,10,0,0,0,标准,-4,7,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"猫之女神巴斯特",777,62,20,200,0,0,猎犬,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",19,35,38,="70+21",="75+14"
"炸脖龙",778,65,20,125,0,0,龙,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"混沌猎犬",779,65,10,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"黑暗王子弗拉德·德古拉",780,63,20,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"终极眼魔",781,66,10,80,0,0,眼睛8,3,5,-2,4,1,2,103,="34+7",="45+10",="46+10",6,21,30,="66+18",="65+15"
"利维坦",782,76,15,180,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"混沌巨龙",783,67,15,170,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"律法巨龙",784,67,15,170,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"平衡巨龙",785,72,15,170,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"蹒跚怪",786,67,20,150,0,0,蹒跚怪,9,-1,0,0,5,4,126,="20+12",="21+7",="32+10",-1,15,10,="95+30",="55+30"
"睡神许普诺斯",787,67,20,0,0,0,标准,7,2,1,-2,4,4,119,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"格拉基",788,67,20,150,0,0,格拉基,1,0,-4,-1,4,3,109,="15+8",="39+15",="39+12",3,15,25,="60+13",="38+11"
"操纵大师布雷斯",789,67,20,0,0,0,标准,2,3,1,5,3,1,100,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"多彩巨龙",790,68,15,170,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"女巫师菲奥娜",791,68,20,0,0,0,标准,-3,5,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"恐惧领主特塞拉库斯",792,68,20,0,0,0,标准,2,4,-2,6,1,2,99,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"天空幼龙",793,74,20,200,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"阿登森林领主朱利安",794,69,20,0,0,0,标准,3,2,4,3,4,0,106,="34+8",="40+11",="39+10",5,27,29,="71+18",="57+16"
"邪恶天龙提亚马特",795,70,20,125,0,0,提亚马特,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"诺萨",796,70,20,125,0,0,诺萨怪,7,-1,0,-2,6,5,132,="20+12",="21+7",="33+10",0,17,14,="95+23",="20+15"
"兰-提戈斯",797,70,20,125,0,0,蜘蛛,7,-4,-3,-2,5,3,112,="20+12",="24+9",="34+12",-1,13,7,="82+30",="19+6"
"黑掠夺者",798,71,20,0,0,0,标准,-4,6,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"阴谋家凯恩",799,71,20,0,0,0,标准,2,3,1,5,3,1,100,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"大师级隐伏怪",800,71,10,0,0,0,克尔苏格,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"高等龙形隐伏怪",801,71,10,0,0,0,克尔苏格,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"高等腐烂隐伏怪",802,71,10,0,0,0,克尔苏格,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"活体虚空“零”",803,72,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"巫妖之王维克那",804,72,20,0,0,0,标准,-4,8,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"暴君之眼奥马拉克",805,73,20,80,0,0,眼睛8,3,5,-2,4,1,2,103,="34+7",="45+10",="46+10",6,21,30,="66+18",="65+15"
"恩凯之沉睡者撒托古亚",806,74,20,80,0,0,恶魔骇魔,3,-3,-2,0,2,3,105,="15+7",="24+10",="31+10",1,17,21,="64+14",="66+25"
"安珀的大力士杰拉德",807,74,20,0,0,0,标准,6,0,0,1,6,2,121,="29+12",="28+9",="38+12",2,17,15,="85+30",="23+6"
"无光之乌苟立安特",808,75,10,160,0,0,蜘蛛,-1,2,0,6,2,2,110,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"蜘蛛之神阿特拉克-纳克亚",809,75,10,160,0,0,蜘蛛,-1,2,0,6,2,2,110,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"伊戈罗纳克",810,75,10,160,0,0,无头者,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"以太猎犬",811,75,10,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"跃迁恶魔",812,76,10,100,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"篡位者埃里克",813,76,20,0,0,0,标准,2,3,1,5,3,1,100,="49+15",="40+12",="39+10",7,35,37,="75+21",="67+14"
"众蛇之父伊格",814,76,20,123,0,0,巨型爬行动物,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"破灭者",815,77,10,50,0,0,恶魔骇魔,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"机械恶魔",816,77,10,90,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"死者女王海拉",817,78,20,0,0,0,标准,0,-1,5,1,3,2,100,="29+7",="31+11",="43+12",4,19,21,="63+13",="42+11"
"索伦之口",818,78,20,0,0,0,标准,-4,6,0,1,-2,-2,95,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"邪恶魔法大师克林索尔",819,78,20,0,0,0,标准,-3,8,2,3,1,-2,95,="34+7",="43+15",="41+11",5,19,33,="49+6",="27+7"
"阿瓦隆领主科温",820,78,20,0,0,0,标准,3,0,0,2,6,2,120,="29+12",="21+7",="35+10",4,19,19,="85+23",="27+15"
"隐伏怪之皇",821,78,20,0,0,0,克尔苏格,-5,0,-2,2,0,26,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"血肉之王克尔兹库祖普",822,92,20,0,0,0,克尔苏格,-5,0,-2,2,0,26,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"活火克图格亚",823,78,23,100,0,0,恶魔骇魔,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"完美战士本尼迪克特",824,79,20,100,0,0,本尼迪克特,5,-1,5,4,7,5,115,="24+7",="27+10",="42+11",3,15,15,="163+21",="47+18"
"安格玛巫王",825,80,20,0,0,0,标准,4,2,-2,0,1,7,105,="24+7",="30+10",="38+10",6,19,24,="57+14",="63+25"
"赛伊格亚",826,80,20,120,0,0,赛伊格亚,3,5,-2,4,1,2,103,="34+7",="45+10",="46+10",6,21,30,="66+18",="65+15"
"空气领主帕祖祖",827,82,30,125,0,0,标准,6,0,1,6,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"风行者伊塔库亚",828,82,30,125,0,0,标准,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"朱利安的地狱犬",829,83,10,80,0,0,猎犬,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"骷髅领主坎托拉斯",830,84,30,0,0,0,标准,-4,8,-2,1,-1,6,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"地狱领主墨菲斯托费勒斯",831,84,30,150,0,0,标准,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"哥斯拉",832,84,20,215,0,0,巨型爬行动物,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"不洁之源阿布霍斯",833,85,20,150,0,0,恶魔骇魔,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"冰巨人伊米尔",834,85,20,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"欺诈者洛基",835,85,20,0,0,0,标准,6,2,1,1,3,4,110,="40+15",="40+12",="37+10",3,33,32,="85+21",="60+14"
"克苏鲁的星之眷族",836,86,20,90,0,0,克苏鲁,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"巨型火恶魔苏尔特尔",837,85,20,0,0,0,标准,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"泰拉斯奎巨兽",838,84,20,222,0,0,巨型爬行动物,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"白火炎魔伦格尔辛",839,85,20,125,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"狼人之祖卓格路因",840,87,20,90,0,0,猎犬,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"舒玛-哥拉斯",841,88,20,150,0,0,赛伊格亚,-3,7,-1,3,-1,-1,93,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"翠绿魔炎图尔兹查",842,89,20,100,0,0,恶魔骇魔,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"赛博恶魔领主奥雷莫吉",843,89,20,90,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"不死的科西切",844,90,20,0,0,0,标准,-4,9,-2,1,-1,-1,95,="25+7",="40+15",="41+11",2,15,28,="44+6",="20+7"
"万物归一者，犹格-索托斯",845,90,20,100,0,0,果冻7,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"芬里尔狼",846,90,30,100,0,0,猎犬,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"力量巨龙",847,90,20,111,0,0,龙,8,0,1,-1,5,7,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"孕育千万子孙的森之黑山羊，莎布·尼古拉丝",848,91,20,100,0,0,恶魔骇魔,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"深渊之主诺登斯",849,92,20,0,0,0,标准,-7,10,4,0,-6,-3,91,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"贪渴之颚卡哈洛斯",850,92,20,110,0,0,猎犬,8,-4,-3,0,5,4,124,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"伏行之混沌，奈亚拉托提普",851,93,20,100,0,0,标准,6,4,-11,3,3,3,111,="27+7",="44+10",="49+10",0,19,24,="76+18",="50+15"
"盲目痴愚之神，阿撒托斯",852,93,20,150,0,0,恶魔骇魔,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"冥界守卫刻耳柏洛斯",853,94,20,160,0,0,刻耳柏洛斯,8,-4,-3,0,5,4,113,="23+12",="18+9",="37+12",-1,15,9,="82+30",="22+6"
"尘世巨蟒耶梦加得",854,75,20,160,0,0,耶梦加得,9,-4,-4,-3,6,2,147,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"毁灭者",855,94,20,200,0,0,武僧,16,-7,-7,-3,12,7,138,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"炎魔之王勾斯魔格",856,95,25,140,0,0,标准,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"伟大之克苏鲁",857,96,20,140,0,0,克苏鲁,9,0,-12,1,6,4,116,="22+12",="33+9",="50+12",-2,15,10,="90+30",="16+6"
"巫师索伦",858,98,20,0,0,0,标准,-4,2,0,4,3,6,97,="34+7",="51+18",="78+13",4,15,35,="15+0",="7+0"
"秩序独角兽",859,99,50,170,0,0,独角兽,5,-3,8,2,4,8,113,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"安珀之王奥伯龙",860,99,35,0,0,0,标准,5,3,1,4,6,3,119,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"黑暗之王魔苟斯",861,100,30,150,0,0,标准,9,-4,-4,-3,6,2,141,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"混沌之蛇",862,100,45,175,0,0,耶梦加得,9,-4,-4,-3,6,2,147,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"量子点",863,35,0,0,0,0,霉菌,-4,0,-3,0,-4,-7,51,="17+5",="21+6",="34+9",4,17,17,="41+12",="16+10"
"一枚朴素的金戒指",864,110,30,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"卢尔夫",865,79,30,110,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"卡瓦斯",866,90,10,176,0,0,果冻7,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"射石兽",867,8,0,13,0,0,长管炮,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"附背兽",868,30,15,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"蟒鳄",869,25,10,25,0,0,爬行动物,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"乌木武僧",870,36,10,0,0,0,武僧,2,1,3,5,5,1,102,="49+15",="33+10",="39+10",7,35,37,="79+18",="67+18"
"散失金属史莱姆",871,80,80,10000,0,0,巴布,-3,4,2,6,-2,-1,9,="55+15",="43+12",="42+10",9,42,34,="48+21",="60+14"
"八岐大蛇",872,63,13,160,0,0,九头蛇5,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"战斗越前",873,85,60,350,0,0,标准,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"幽灵巨龙",874,77,20,200,0,0,龙,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"风暴巨魔",875,51,10,110,0,0,标准,9,-6,-3,-4,6,0,117,="20+12",="19+9",="30+12",-2,13,7,="90+30",="10+6"
"不稳定蠕虫团",876,15,-10,10,0,0,蠕虫,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"葛哥洛斯蝙蝠",877,28,10,60,0,0,巨蝙蝠,3,-2,-2,4,1,0,88,="43+15",="32+10",="35+10",4,33,32,="74+18",="63+18"
"迪奥·布兰度",878,66,20,0,0,0,吸血鬼,4,4,-2,2,1,3,102,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"王虫",879,60,0,90,0,0,钻地魔虫,10,-1,0,-3,6,5,121,="20+12",="28+9",="36+12",-2,15,10,="95+30",="16+6"
"时间大师理查德·黄",880,81,25,0,0,0,标准,-2,3,5,1,-3,3,93,="30+7",="42+11",="47+10",5,24,20,="43+13",="26+13"
"超人洛克",881,65,20,0,0,0,标准,6,0,3,1,5,4,112,="40+15",="33+10",="37+10",3,33,32,="89+18",="60+18"
"皇帝雷扎克",882,65,20,0,0,0,标准,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"僵尸化混沌之蛇",883,127,50,200,0,0,耶梦加得,9,-4,-4,-3,6,2,147,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"剧毒烟雾",884,20,-20,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"浅水洼",885,11,5,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"黑暗精灵阴影",886,51,20,0,0,0,标准,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"法力猎犬",887,51,15,100,0,0,猎犬,1,0,-2,4,2,3,102,="43+15",="33+8",="41+10",10,30,30,="60+21",="57+14"
"暴食蛛怪",888,44,15,30,0,0,蜘蛛,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"弹跳地雷",889,70,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"猛毒巨龙",890,55,12,170,0,0,龙,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"背叛巴拉希尔的苟林",891,41,10,0,0,0,标准,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"气巨灵",892,40,20,0,0,0,标准,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"火巨灵",893,40,10,0,0,0,标准,9,-4,-4,-3,6,2,118,="19+12",="20+9",="32+12",-2,13,7,="95+30",="16+6"
"巨魔之王",894,40,10,90,0,0,标准,9,-6,-3,-4,6,0,117,="20+12",="19+9",="30+12",-2,13,7,="90+30",="10+6"
"天空魔像",895,36,0,116,0,0,标准,9,-7,-7,-3,7,2,115,="20+12",="20+9",="41+12",-1,13,10,="90+30",="16+6"
"火箭筒兵",896,35,0,0,0,0,标准,0,-1,-1,3,5,3,110,="40+12",="26+7",="42+10",7,28,21,="60+23",="30+15"
"碎片漩涡",897,35,10,28,0,0,漩涡7,1,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"花岗岩墙",898,30,-10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"火巨魔",899,25,0,50,0,0,标准,8,-6,-3,-1,5,-1,123,="20+12",="12+7",="26+10",-1,13,7,="90+30",="49+30"
"精灵领主",900,25,11,0,0,0,标准,3,3,1,4,2,1,104,="34+8",="46+11",="48+10",7,27,30,="66+18",="65+16"
"武士",901,25,0,0,0,0,标准,5,-1,-1,3,3,2,115,="27+12",="20+7",="32+10",0,14,9,="80+30",="58+30"
"岩浆侵入体",902,25,-10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"盆景克拉肯",903,25,0,50,0,0,小海妖,5,-2,-2,-1,3,2,110,="25+12",="25+9",="35+12",0,14,12,="70+30",="16+6"
"混沌蘑菇",904,23,10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"云魔像",905,22,0,30,0,0,标准,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"熔岩魔像",906,22,0,40,0,0,标准,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"食人魔战士",907,21,0,0,0,0,标准,7,-2,-3,1,5,1,121,="22+12",="15+7",="28+10",-1,13,7,="90+30",="50+30"
"活化攻击长柄斧",908,21,10,0,0,0,死亡之剑,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"黏糊恶心女王",909,20,10,0,0,0,恶心物,2,1,-2,2,2,0,103,="27+7",="37+10",="33+10",3,17,26,="61+18",="47+15"
"水下魔像",910,19,0,50,0,0,标准,8,-7,-7,0,6,1,120,="20+12",="13+7",="37+10",0,13,10,="90+30",="55+30"
"石英矿脉",911,18,-10,0,0,0,标准,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"悬浮法球",912,15,10,25,0,0,球体,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"不死魔鬼鱼",913,15,-5,20,0,0,鱼,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"吼牛者霍比特人",914,5,10,0,0,0,标准,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"拳法家",915,33,10,50,0,0,武僧,3,0,-1,4,2,3,100,="47+15",="36+10",="37+10",4,32,31,="74+18",="63+18"
"拳法大师",916,50,20,60,0,0,武僧,3,0,-1,4,2,3,100,="47+15",="36+10",="37+10",4,32,31,="74+18",="63+18"
"拳法宗师",917,59,20,80,0,0,武僧,3,0,-1,4,2,3,100,="47+15",="36+10",="37+10",4,32,31,="74+18",="63+18"
"魔鬼鱼",918,12,-5,16,0,0,鱼,2,-4,-4,0,0,-4,97,="22+12",="16+7",="29+10",3,14,9,="60+30",="50+30"
"水栖娜迦",919,26,0,0,0,0,娜迦,0,-2,4,0,1,3,100,="27+7",="30+11",="41+12",1,16,15,="58+13",="38+11"
"狄摩高根",920,75,15,140,0,0,狄摩高根,6,3,-11,2,4,3,115,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"互联网爆炸浏览器",921,50,30,0,0,0,眼睛2,-4,-3,-3,-3,-4,-8,79,="12+5",="16+6",="26+9",3,12,9,="36+12",="14+10"
"电气老鼠",922,24,0,10,0,0,皮包骨,-1,-1,-3,1,-2,-4,85,="42+15",="35+12",="34+10",7,32,31,="50+21",="55+14"
"雪女",923,27,0,0,0,0,标准,3,4,1,3,3,1,105,="34+7",="39+10",="37+10",4,21,29,="71+18",="57+15"
"栗林怪",924,2,0,0,0,0,霉菌,-4,0,-3,0,-4,-7,51,="17+5",="21+6",="34+9",4,17,17,="41+12",="16+10"
"日光猴",925,18,0,0,0,0,标准,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"野槌蛇",926,30,0,0,0,0,蛇,1,1,-1,3,0,1,100,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"马力欧",927,31,0,0,0,0,标准,-1,2,0,6,2,2,92,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"酷霸王",928,34,0,120,0,0,龙,5,-3,-3,-1,3,2,111,="14+7",="20+10",="29+10",0,17,21,="77+14",="63+25"
"底栖魔鱼",929,75,10,0,0,0,标准,-7,7,4,1,-4,-3,92,="40+7",="51+15",="47+11",5,21,32,="24+6",="15+7"
"超人洛克的克隆体",930,65,20,0,0,0,标准,3,0,-1,4,2,3,100,="47+15",="36+10",="37+10",4,32,31,="74+18",="63+18"
"三世卡尔达姆",931,79,20,0,0,0,标准,2,0,2,4,3,2,102,="47+15",="32+10",="37+10",4,32,31,="74+18",="63+18"
"巴诺尔＝鲁巴特",932,71,20,0,0,0,标准,3,-2,2,1,3,3,110,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"摄政王巴诺尔",933,71,20,0,0,0,标准,3,-2,2,1,3,3,110,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"鲁巴特将军",934,71,20,0,0,0,标准,3,-2,2,1,3,3,110,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"德鲁亚加",935,59,10,0,0,0,标准,1,4,1,2,-1,4,105,="25+7",="32+11",="46+10",4,22,24,="60+20",="46+17"
"北斗神拳健次郎",936,62,13,0,0,0,武僧,6,0,3,1,5,4,112,="40+15",="33+10",="37+10",3,33,32,="89+18",="60+18"
